Comments,sentiment
Adorable 😍,0.5
Such a beautiful little lady.Ur truly blessed...👏👏👏😘,0.22083333333333333
Shes beautiful,0.85
She u beautiful your daughter and u too hun,0.85
Wonderful father & she's so beautiful🤗😘💜✌,1.0
You are a wonderful dad,1.0
Adorable 😍,0.5
Such a beautiful little lady.Ur truly blessed...👏👏👏😘,0.22083333333333333
Shes beautiful,0.85
She u beautiful your daughter and u too hun,0.85
Wonderful father & she's so beautiful🤗😘💜✌,1.0
You are a wonderful dad,1.0
Adorable 😍,0.5
Such a beautiful little lady.Ur truly blessed...👏👏👏😘,0.22083333333333333
Shes beautiful,0.85
She u beautiful your daughter and u too hun,0.85
Wonderful father & she's so beautiful🤗😘💜✌,1.0
You are a wonderful dad,1.0
Nice pictures🔥🔥🔥🔥🔥🔥,0.6
A perfect father makes a awesome man,1.0
Nice pictures🔥🔥🔥🔥🔥🔥,0.6
A perfect father makes a awesome man,1.0
Nice pictures🔥🔥🔥🔥🔥🔥,0.6
A perfect father makes a awesome man,1.0
Bue nas noite ermanos! Me mano Manxivas had been there in cuba and he told me that cuba is a nice Big warm up humble good peacefull Place to be for holidays!... I have been think so much 4it alldaway!,0.3541666666666667
happy birthday 😍😍😍,0.8
Bue nas noite ermanos! Me mano Manxivas had been there in cuba and he told me that cuba is a nice Big warm up humble good peacefull Place to be for holidays!... I have been think so much 4it alldaway!,0.3541666666666667
happy birthday 😍😍😍,0.8
Bue nas noite ermanos! Me mano Manxivas had been there in cuba and he told me that cuba is a nice Big warm up humble good peacefull Place to be for holidays!... I have been think so much 4it alldaway!,0.3541666666666667
happy birthday 😍😍😍,0.8
Love you 💗💗💗💗💗,0.5
I love you,0.5
Very nice music ❤️❤️❤️❤️ great voise,0.79
HIoiii OK,0.5
Love love ❤❤,0.5
Will they be a. New triple x,0.13636363636363635
Love you 💗💗💗💗💗,0.5
I love you,0.5
Very nice music ❤️❤️❤️❤️ great voise,0.79
HIoiii OK,0.5
Love love ❤❤,0.5
Will they be a. New triple x,0.13636363636363635
Love you 💗💗💗💗💗,0.5
I love you,0.5
Very nice music ❤️❤️❤️❤️ great voise,0.79
HIoiii OK,0.5
Love love ❤❤,0.5
Will they be a. New triple x,0.13636363636363635
Love ❤️,0.5
Ok,0.5
Lovely,0.5
Love ❤️,0.5
Ok,0.5
Lovely,0.5
Love ❤️,0.5
Ok,0.5
Lovely,0.5
So bad but yet  so good,5.551115123125783e-17
"""Stav with the car,your respect is enough"" #f8 love much❤❤",0.25
Cool movie I really enjoyed it mind blowing 👌👌👊👊,0.425
So bad but yet  so good,5.551115123125783e-17
"""Stav with the car,your respect is enough"" #f8 love much❤❤",0.25
Cool movie I really enjoyed it mind blowing 👌👌👊👊,0.425
So bad but yet  so good,5.551115123125783e-17
"""Stav with the car,your respect is enough"" #f8 love much❤❤",0.25
Cool movie I really enjoyed it mind blowing 👌👌👊👊,0.425
Hey Vin diesel I know you probably won't see this but you are a great actor and I especially loved you as Groot in GOTG and Volume 2 if you do see this can you tag me and say something back,0.6
"Love the new, news for children",0.3181818181818182
He is my favorite super hearo,0.41666666666666663
Hey Vin diesel I know you probably won't see this but you are a great actor and I especially loved you as Groot in GOTG and Volume 2 if you do see this can you tag me and say something back,0.6
"Love the new, news for children",0.3181818181818182
He is my favorite super hearo,0.41666666666666663
Hey Vin diesel I know you probably won't see this but you are a great actor and I especially loved you as Groot in GOTG and Volume 2 if you do see this can you tag me and say something back,0.6
"Love the new, news for children",0.3181818181818182
He is my favorite super hearo,0.41666666666666663
Perfect 😢❤️,1.0
Perfect 😢❤️,1.0
Perfect 😢❤️,1.0
👏👏 amazing just amazing❤️❤️🙌❤️🙌❤️,0.6000000000000001
You r do cute,0.5
Muy original y también muy bonitas tú otras fotos de recuerdos y de propagandas legendas Vin Diesel como el últimos cazador de brujas en esas imagen de esas fotos cuandos firmastes esas películas que es tán buenas.🎬♥️♥️♥️♥️🎬.,0.375
I love the Last Witch Hunter Happy Creative Sunday everyone. I wish movie last night,0.36
I really ment that new series see thats up your alley I think vin,0.16818181818181818
👏👏 amazing just amazing❤️❤️🙌❤️🙌❤️,0.6000000000000001
You r do cute,0.5
Muy original y también muy bonitas tú otras fotos de recuerdos y de propagandas legendas Vin Diesel como el últimos cazador de brujas en esas imagen de esas fotos cuandos firmastes esas películas que es tán buenas.🎬♥️♥️♥️♥️🎬.,0.375
I love the Last Witch Hunter Happy Creative Sunday everyone. I wish movie last night,0.36
I really ment that new series see thats up your alley I think vin,0.16818181818181818
👏👏 amazing just amazing❤️❤️🙌❤️🙌❤️,0.6000000000000001
You r do cute,0.5
Muy original y también muy bonitas tú otras fotos de recuerdos y de propagandas legendas Vin Diesel como el últimos cazador de brujas en esas imagen de esas fotos cuandos firmastes esas películas que es tán buenas.🎬♥️♥️♥️♥️🎬.,0.375
I love the Last Witch Hunter Happy Creative Sunday everyone. I wish movie last night,0.36
I really ment that new series see thats up your alley I think vin,0.16818181818181818
Awesome foundation!!❤️,1.0
"VinDisel i love you and PaulWalker and Fast Furious 1,2,3,4,5,6,7,8,9.",0.35
Awesome foundation!!❤️,1.0
"VinDisel i love you and PaulWalker and Fast Furious 1,2,3,4,5,6,7,8,9.",0.35
Awesome foundation!!❤️,1.0
"VinDisel i love you and PaulWalker and Fast Furious 1,2,3,4,5,6,7,8,9.",0.35
Welcome to the xander zone 🙌🔥🔥🔥,0.8
I want this coat love it,0.5
you and @realwesleysnipes have GOT to be kidding :),0.5
Nice coat for winter !,0.75
Tripo x movies wonderful much Good vin Diesel my friend 🇧🇷🇧🇷🇧🇷,0.85
Real,0.2
Welcome to the xander zone 🙌🔥🔥🔥,0.8
I want this coat love it,0.5
you and @realwesleysnipes have GOT to be kidding :),0.5
Nice coat for winter !,0.75
Tripo x movies wonderful much Good vin Diesel my friend 🇧🇷🇧🇷🇧🇷,0.85
Real,0.2
Welcome to the xander zone 🙌🔥🔥🔥,0.8
I want this coat love it,0.5
you and @realwesleysnipes have GOT to be kidding :),0.5
Nice coat for winter !,0.75
Tripo x movies wonderful much Good vin Diesel my friend 🇧🇷🇧🇷🇧🇷,0.85
Real,0.2
"I,m Valdecir de Almeida 60 year old PARANAÍBA MS brazil. GOSTO MUITO de seus filmes parabéns pelos seus goods trabalhos! Quero apresentar a vc um grande amigo que a tempo te procura, hoje te encontrou! Ele sendo rico se fez pobre pra enriquecer os pobres; sendo grande, se fez pequeno pra engrandecer os pequenos; sendo imortal se revestiu da mortalidade pra tornar os mortais em imortais; sendo ele forte se fez fraco pra fortalecer os fracos; ele é luz, é santo, perfeito e glorioso; ele é Jesus Cristo o filho de Deus, que morreu na Cruz no calvário pra te salvar e nos salvar. Pra te salvar é somente aceitar Jesus Cristo como Salvador de tua alma e será salvo tu e sua família grandemente. Jesus Cristo diz: eu sou o caminho a verdade e a vida ninguém vem ao pai senão por mim. Mateus 11.28. Responde-me !",0.1953125
"I cannot believe u were here In South Africa 2 years ago. Just watched Bloodshot on Netflix and noticed familiar places, Woodstock Salt River in Cape Town. Long time ago I know, so when lockdown is done, please come visit again. Hopefully I will meet you then. 🤞",0.1625
"Great actor Vin, following you",0.4
Love you Vin 😍❤️❤️❤️😘😘😘😘,0.5
"I,m Valdecir de Almeida 60 year old PARANAÍBA MS brazil. GOSTO MUITO de seus filmes parabéns pelos seus goods trabalhos! Quero apresentar a vc um grande amigo que a tempo te procura, hoje te encontrou! Ele sendo rico se fez pobre pra enriquecer os pobres; sendo grande, se fez pequeno pra engrandecer os pequenos; sendo imortal se revestiu da mortalidade pra tornar os mortais em imortais; sendo ele forte se fez fraco pra fortalecer os fracos; ele é luz, é santo, perfeito e glorioso; ele é Jesus Cristo o filho de Deus, que morreu na Cruz no calvário pra te salvar e nos salvar. Pra te salvar é somente aceitar Jesus Cristo como Salvador de tua alma e será salvo tu e sua família grandemente. Jesus Cristo diz: eu sou o caminho a verdade e a vida ninguém vem ao pai senão por mim. Mateus 11.28. Responde-me !",0.1953125
"I cannot believe u were here In South Africa 2 years ago. Just watched Bloodshot on Netflix and noticed familiar places, Woodstock Salt River in Cape Town. Long time ago I know, so when lockdown is done, please come visit again. Hopefully I will meet you then. 🤞",0.1625
"Great actor Vin, following you",0.4
Love you Vin 😍❤️❤️❤️😘😘😘😘,0.5
"I,m Valdecir de Almeida 60 year old PARANAÍBA MS brazil. GOSTO MUITO de seus filmes parabéns pelos seus goods trabalhos! Quero apresentar a vc um grande amigo que a tempo te procura, hoje te encontrou! Ele sendo rico se fez pobre pra enriquecer os pobres; sendo grande, se fez pequeno pra engrandecer os pequenos; sendo imortal se revestiu da mortalidade pra tornar os mortais em imortais; sendo ele forte se fez fraco pra fortalecer os fracos; ele é luz, é santo, perfeito e glorioso; ele é Jesus Cristo o filho de Deus, que morreu na Cruz no calvário pra te salvar e nos salvar. Pra te salvar é somente aceitar Jesus Cristo como Salvador de tua alma e será salvo tu e sua família grandemente. Jesus Cristo diz: eu sou o caminho a verdade e a vida ninguém vem ao pai senão por mim. Mateus 11.28. Responde-me !",0.1953125
"I cannot believe u were here In South Africa 2 years ago. Just watched Bloodshot on Netflix and noticed familiar places, Woodstock Salt River in Cape Town. Long time ago I know, so when lockdown is done, please come visit again. Hopefully I will meet you then. 🤞",0.1625
"Great actor Vin, following you",0.4
Love you Vin 😍❤️❤️❤️😘😘😘😘,0.5
Ohhhh damn it. Awesome.,1.0
Ohhhh damn it. Awesome.,1.0
Ohhhh damn it. Awesome.,1.0
Yes  love brazil,0.5
Love @vindiesel 😍😍😍💜Brazil,0.5
Nice pic 🤗,0.6
Yes  love brazil,0.5
Love @vindiesel 😍😍😍💜Brazil,0.5
Nice pic 🤗,0.6
Yes  love brazil,0.5
Love @vindiesel 😍😍😍💜Brazil,0.5
Nice pic 🤗,0.6
"Top film that looked at one breath, Vin save",0.5
Nice 😍 İngilizcem yetmiyor,0.6
That dude in the background is from cooties and is the nice teacjer,0.6
Okay the next time you see Frodo; you need to ask him where the precious is... seriously VIN it's important 😂😂,0.21333333333333337
"Top film that looked at one breath, Vin save",0.5
Nice 😍 İngilizcem yetmiyor,0.6
That dude in the background is from cooties and is the nice teacjer,0.6
Okay the next time you see Frodo; you need to ask him where the precious is... seriously VIN it's important 😂😂,0.21333333333333337
"Top film that looked at one breath, Vin save",0.5
Nice 😍 İngilizcem yetmiyor,0.6
That dude in the background is from cooties and is the nice teacjer,0.6
Okay the next time you see Frodo; you need to ask him where the precious is... seriously VIN it's important 😂😂,0.21333333333333337
❤️🕊💯 #TheGlobalFamily #RIPPaulWalker Love you  @codybwalker @vindiesel,0.5
Family forever 🥺 Pablo and Vin 😭😭we very Miss Paul 🥺,0.2
❤️🕊💯 #TheGlobalFamily #RIPPaulWalker Love you  @codybwalker @vindiesel,0.5
Family forever 🥺 Pablo and Vin 😭😭we very Miss Paul 🥺,0.2
❤️🕊💯 #TheGlobalFamily #RIPPaulWalker Love you  @codybwalker @vindiesel,0.5
Family forever 🥺 Pablo and Vin 😭😭we very Miss Paul 🥺,0.2
GREAT,0.8
We all love Groot,0.5
This is actually quite cool ★,0.175
He is very cute,0.65
So cute 👌👌,0.5
GREAT,0.8
We all love Groot,0.5
This is actually quite cool ★,0.175
He is very cute,0.65
So cute 👌👌,0.5
GREAT,0.8
We all love Groot,0.5
This is actually quite cool ★,0.175
He is very cute,0.65
So cute 👌👌,0.5
Hello you look so beautiful on your photos,0.85
@vindiesel i hope you have a good day brother ❤️. I want to talk with you if you don't have any problems of course brother 😊 i will be so thankful for you if you could talk with me 🌹 please check your dm  i will wait for you ❤️❤️❤️,0.7
Cool acture),0.35
Good job man 👏👏👏❤❤❤,0.7
Hello you look so beautiful on your photos,0.85
@vindiesel i hope you have a good day brother ❤️. I want to talk with you if you don't have any problems of course brother 😊 i will be so thankful for you if you could talk with me 🌹 please check your dm  i will wait for you ❤️❤️❤️,0.7
Cool acture),0.35
Good job man 👏👏👏❤❤❤,0.7
Hello you look so beautiful on your photos,0.85
@vindiesel i hope you have a good day brother ❤️. I want to talk with you if you don't have any problems of course brother 😊 i will be so thankful for you if you could talk with me 🌹 please check your dm  i will wait for you ❤️❤️❤️,0.7
Cool acture),0.35
Good job man 👏👏👏❤❤❤,0.7
So cute...,0.5
Your kids are just nuts about you But you make a darn good jungle gym. I can see love in their eyes and your's too. SA,0.6
Haha i love this,0.35
So Cute!! 😎,0.78125
So cute...,0.5
Your kids are just nuts about you But you make a darn good jungle gym. I can see love in their eyes and your's too. SA,0.6
Haha i love this,0.35
So Cute!! 😎,0.78125
So cute...,0.5
Your kids are just nuts about you But you make a darn good jungle gym. I can see love in their eyes and your's too. SA,0.6
Haha i love this,0.35
So Cute!! 😎,0.78125
Nice ❤️,0.6
<3,1.0
Lol,0.8
Nice ❤️,0.6
<3,1.0
Lol,0.8
Nice ❤️,0.6
<3,1.0
Lol,0.8
You are a wonderful man I love you @vindiesel ❤️❤️❤️😘😘😘😘,0.75
You are a wonderful dad❣,1.0
Aww so cute👼🌸!,0.375
THAT'S SWEET GOOD,0.5249999999999999
Nice,0.6
Super pic 💟💟💟,0.3333333333333333
Beautiful daddy love ❤️,0.675
You are a wonderful man I love you @vindiesel ❤️❤️❤️😘😘😘😘,0.75
You are a wonderful dad❣,1.0
Aww so cute👼🌸!,0.375
THAT'S SWEET GOOD,0.5249999999999999
Nice,0.6
Super pic 💟💟💟,0.3333333333333333
Beautiful daddy love ❤️,0.675
You are a wonderful man I love you @vindiesel ❤️❤️❤️😘😘😘😘,0.75
You are a wonderful dad❣,1.0
Aww so cute👼🌸!,0.375
THAT'S SWEET GOOD,0.5249999999999999
Nice,0.6
Super pic 💟💟💟,0.3333333333333333
Beautiful daddy love ❤️,0.675
Why the hells johnny Tran in that pick? Lol,0.8
The best familllyyyy😢❤️,1.0
Why the hells johnny Tran in that pick? Lol,0.8
The best familllyyyy😢❤️,1.0
Why the hells johnny Tran in that pick? Lol,0.8
The best familllyyyy😢❤️,1.0
Jag gilar fast filmer👍🏽,0.2
"I wish I was as rich as you!  lol great family,great friends, great career what more could you possibly want .. you are very blessed bud .. I hope one day I get to meet you @vindiesel and give me a job haha I'll wash your cars or something lmao",0.4854166666666667
Love,0.5
Thanks vin,0.2
دوستت دارم.  I LOVE YOU,0.5
Super,0.3333333333333333
"Beautiful, better every day! Congratulations!",0.815625
Jag gilar fast filmer👍🏽,0.2
"I wish I was as rich as you!  lol great family,great friends, great career what more could you possibly want .. you are very blessed bud .. I hope one day I get to meet you @vindiesel and give me a job haha I'll wash your cars or something lmao",0.4854166666666667
Love,0.5
Thanks vin,0.2
دوستت دارم.  I LOVE YOU,0.5
Super,0.3333333333333333
"Beautiful, better every day! Congratulations!",0.815625
Jag gilar fast filmer👍🏽,0.2
"I wish I was as rich as you!  lol great family,great friends, great career what more could you possibly want .. you are very blessed bud .. I hope one day I get to meet you @vindiesel and give me a job haha I'll wash your cars or something lmao",0.4854166666666667
Love,0.5
Thanks vin,0.2
دوستت دارم.  I LOVE YOU,0.5
Super,0.3333333333333333
"Beautiful, better every day! Congratulations!",0.815625
Why haven’t you got an ink for your brother Pablo yet @vindiesel it’s 9 years this year I’ve got 2 @meadowwalker  loves them and I’ve seen a lot of his true fans with tattoos to I honor him and his life the way he was with everyone I still love and miss him daily just wasn’t lucky enough to meet him maybe one day in the other world xx,0.1763888888888889
I SEE FIRST TIME YOU HAVE EYES BACKROUND AND THE REST. WOW I HAVE EVER SAY WHEN I MAKE A TATOO I MAKE TWO EYES LIKE YOU BUT MORE COLOUR AND MORE OUTSIDE. OF ONE SIDE AND THE OTHER SIDE. RESPEKT ITS A DREAM YOUR TATOO. I LOVE IT. THE REST IS WONDERFULL 💗,0.24642857142857144
I LOVE THIS ANGEL EYES HES ALWAYS THERE,0.5
#xxx thurs..🤭 haha 🙌🙌,0.2
🗣Winnings winning,0.5
Yummy...sweetheart...look at those delicious muscles...💕💕💕,1.0
Beautiful 👍😍,0.85
Why haven’t you got an ink for your brother Pablo yet @vindiesel it’s 9 years this year I’ve got 2 @meadowwalker  loves them and I’ve seen a lot of his true fans with tattoos to I honor him and his life the way he was with everyone I still love and miss him daily just wasn’t lucky enough to meet him maybe one day in the other world xx,0.1763888888888889
I SEE FIRST TIME YOU HAVE EYES BACKROUND AND THE REST. WOW I HAVE EVER SAY WHEN I MAKE A TATOO I MAKE TWO EYES LIKE YOU BUT MORE COLOUR AND MORE OUTSIDE. OF ONE SIDE AND THE OTHER SIDE. RESPEKT ITS A DREAM YOUR TATOO. I LOVE IT. THE REST IS WONDERFULL 💗,0.24642857142857144
I LOVE THIS ANGEL EYES HES ALWAYS THERE,0.5
#xxx thurs..🤭 haha 🙌🙌,0.2
🗣Winnings winning,0.5
Yummy...sweetheart...look at those delicious muscles...💕💕💕,1.0
Beautiful 👍😍,0.85
Why haven’t you got an ink for your brother Pablo yet @vindiesel it’s 9 years this year I’ve got 2 @meadowwalker  loves them and I’ve seen a lot of his true fans with tattoos to I honor him and his life the way he was with everyone I still love and miss him daily just wasn’t lucky enough to meet him maybe one day in the other world xx,0.1763888888888889
I SEE FIRST TIME YOU HAVE EYES BACKROUND AND THE REST. WOW I HAVE EVER SAY WHEN I MAKE A TATOO I MAKE TWO EYES LIKE YOU BUT MORE COLOUR AND MORE OUTSIDE. OF ONE SIDE AND THE OTHER SIDE. RESPEKT ITS A DREAM YOUR TATOO. I LOVE IT. THE REST IS WONDERFULL 💗,0.24642857142857144
I LOVE THIS ANGEL EYES HES ALWAYS THERE,0.5
#xxx thurs..🤭 haha 🙌🙌,0.2
🗣Winnings winning,0.5
Yummy...sweetheart...look at those delicious muscles...💕💕💕,1.0
Beautiful 👍😍,0.85
♥,1.0
@zigg_the_zombie he's doing the movie for Paul!! Love it,0.5
HAPPY BIRTHDAY💞💞💞💞💞💞💞,0.8
♥,1.0
@zigg_the_zombie he's doing the movie for Paul!! Love it,0.5
HAPPY BIRTHDAY💞💞💞💞💞💞💞,0.8
♥,1.0
@zigg_the_zombie he's doing the movie for Paul!! Love it,0.5
HAPPY BIRTHDAY💞💞💞💞💞💞💞,0.8
काय भावा आज काय old monk चा खम्बा की काय?,0.1
We love you 😘,0.5
All love beautiful angel ❤️❤️❤️,0.675
Hot 🔥,0.25
काय भावा आज काय old monk चा खम्बा की काय?,0.1
We love you 😘,0.5
All love beautiful angel ❤️❤️❤️,0.675
Hot 🔥,0.25
काय भावा आज काय old monk चा खम्बा की काय?,0.1
We love you 😘,0.5
All love beautiful angel ❤️❤️❤️,0.675
Hot 🔥,0.25
Lucky dog got to meet Ronda Rousey,0.3333333333333333
Your smile make me melt dom @vindiesel ❤,0.3
Rounda russy nice photo,0.6
Love this movie,0.5
Lucky man,0.3333333333333333
Strong Ronda,0.4333333333333333
Lucky dog got to meet Ronda Rousey,0.3333333333333333
Your smile make me melt dom @vindiesel ❤,0.3
Rounda russy nice photo,0.6
Love this movie,0.5
Lucky man,0.3333333333333333
Strong Ronda,0.4333333333333333
Lucky dog got to meet Ronda Rousey,0.3333333333333333
Your smile make me melt dom @vindiesel ❤,0.3
Rounda russy nice photo,0.6
Love this movie,0.5
Lucky man,0.3333333333333333
Strong Ronda,0.4333333333333333
So niceeee my best coupleee💕 much loveee!,0.625
Hot...,0.25
Nice pic,0.6
So sexy,0.5
Love Love Dom Letty 💋💋💋,0.5
Sexy and illegal!!☺☺I like it!😍😍,0.5
Loveeee so precious,0.5
So niceeee my best coupleee💕 much loveee!,0.625
Hot...,0.25
Nice pic,0.6
So sexy,0.5
Love Love Dom Letty 💋💋💋,0.5
Sexy and illegal!!☺☺I like it!😍😍,0.5
Loveeee so precious,0.5
So niceeee my best coupleee💕 much loveee!,0.625
Hot...,0.25
Nice pic,0.6
So sexy,0.5
Love Love Dom Letty 💋💋💋,0.5
Sexy and illegal!!☺☺I like it!😍😍,0.5
Loveeee so precious,0.5
Also nice view🔥🔥🔥,0.6
"@vindiesel I know I am a bit late to comment, but I would love to see work with my celebrity crush, Holly Valance. But providing it isn’t a Fast & Furious movie and have it be a completely different film. 💜🙏",0.1
Love you❤❤❤❤❤🌍🙏🙏🙏🙏🙏🙏🙏🙏💪💪💪💪,0.5
Also nice view🔥🔥🔥,0.6
"@vindiesel I know I am a bit late to comment, but I would love to see work with my celebrity crush, Holly Valance. But providing it isn’t a Fast & Furious movie and have it be a completely different film. 💜🙏",0.1
Love you❤❤❤❤❤🌍🙏🙏🙏🙏🙏🙏🙏🙏💪💪💪💪,0.5
Also nice view🔥🔥🔥,0.6
"@vindiesel I know I am a bit late to comment, but I would love to see work with my celebrity crush, Holly Valance. But providing it isn’t a Fast & Furious movie and have it be a completely different film. 💜🙏",0.1
Love you❤❤❤❤❤🌍🙏🙏🙏🙏🙏🙏🙏🙏💪💪💪💪,0.5
"My love and my father-in-law. I love you, come, come back to Brazil. @vindiesel",0.3333333333333333
He raised a great son.,0.8
Happy ☺,0.8
"@vindiesel : VIN , where did u get the look from ? U are a great looking guy",0.8
"My love and my father-in-law. I love you, come, come back to Brazil. @vindiesel",0.3333333333333333
He raised a great son.,0.8
Happy ☺,0.8
"@vindiesel : VIN , where did u get the look from ? U are a great looking guy",0.8
"My love and my father-in-law. I love you, come, come back to Brazil. @vindiesel",0.3333333333333333
He raised a great son.,0.8
Happy ☺,0.8
"@vindiesel : VIN , where did u get the look from ? U are a great looking guy",0.8
@danazana5 he loves making magic,0.5
This is where my story began!!!!!💜💜💜😇😇😇😎😎😎 Love you sweetness!!!!🎵🎵🎵🎼🎶🎶🎶💙💙💙,0.5
Love you,0.5
"Mr. Diesal? Dindi is the song. The lyrics speak about love. I am unsure if you know it, but i look at your post,I see yoyr beloved family and your kind way. Im no director, but i 👂the lead, than a rap reply to to lead jn a deep voice ( yours).than the beat speeds up slughtly. I see you and your family. Matching the lyrics daily. Oh gosh. How cool. So. Im not a rap person, just a old singer and if you hear Dindi..its a beautiful lyric. Well. Thats the song I can hear you singing even though ive never heard you singing.",0.37222222222222223
Nice 2 see u excited n nervous about being in the recording studio.,0.4875
@kristenjardine hes just trying to make some magic,0.5
@danazana5 he loves making magic,0.5
This is where my story began!!!!!💜💜💜😇😇😇😎😎😎 Love you sweetness!!!!🎵🎵🎵🎼🎶🎶🎶💙💙💙,0.5
Love you,0.5
"Mr. Diesal? Dindi is the song. The lyrics speak about love. I am unsure if you know it, but i look at your post,I see yoyr beloved family and your kind way. Im no director, but i 👂the lead, than a rap reply to to lead jn a deep voice ( yours).than the beat speeds up slughtly. I see you and your family. Matching the lyrics daily. Oh gosh. How cool. So. Im not a rap person, just a old singer and if you hear Dindi..its a beautiful lyric. Well. Thats the song I can hear you singing even though ive never heard you singing.",0.37222222222222223
Nice 2 see u excited n nervous about being in the recording studio.,0.4875
@kristenjardine hes just trying to make some magic,0.5
@danazana5 he loves making magic,0.5
This is where my story began!!!!!💜💜💜😇😇😇😎😎😎 Love you sweetness!!!!🎵🎵🎵🎼🎶🎶🎶💙💙💙,0.5
Love you,0.5
"Mr. Diesal? Dindi is the song. The lyrics speak about love. I am unsure if you know it, but i look at your post,I see yoyr beloved family and your kind way. Im no director, but i 👂the lead, than a rap reply to to lead jn a deep voice ( yours).than the beat speeds up slughtly. I see you and your family. Matching the lyrics daily. Oh gosh. How cool. So. Im not a rap person, just a old singer and if you hear Dindi..its a beautiful lyric. Well. Thats the song I can hear you singing even though ive never heard you singing.",0.37222222222222223
Nice 2 see u excited n nervous about being in the recording studio.,0.4875
@kristenjardine hes just trying to make some magic,0.5
Happy Sunday,0.8
Happy creative Sunday ❤️❤️,0.65
Awesome Photo . Happy Dayz legend 🙌🔥,0.9
Happy Creative Sunday Mr. Diesel !!…Love always ♥️,0.790625
Happy Sunday,0.8
Happy creative Sunday ❤️❤️,0.65
Awesome Photo . Happy Dayz legend 🙌🔥,0.9
Happy Creative Sunday Mr. Diesel !!…Love always ♥️,0.790625
Happy Sunday,0.8
Happy creative Sunday ❤️❤️,0.65
Awesome Photo . Happy Dayz legend 🙌🔥,0.9
Happy Creative Sunday Mr. Diesel !!…Love always ♥️,0.790625
"Beautiful nature :-)Nice green space ;-) and good to do bicycle:-) i did a alot my last run!60 kilometer!but,really sweet to be with nature :-)",0.4050000000000001
Wow!!!,0.1953125
"He's very special,and wao his the best .",0.6
"Beautiful nature :-)Nice green space ;-) and good to do bicycle:-) i did a alot my last run!60 kilometer!but,really sweet to be with nature :-)",0.4050000000000001
Wow!!!,0.1953125
"He's very special,and wao his the best .",0.6
"Beautiful nature :-)Nice green space ;-) and good to do bicycle:-) i did a alot my last run!60 kilometer!but,really sweet to be with nature :-)",0.4050000000000001
Wow!!!,0.1953125
"He's very special,and wao his the best .",0.6
Fast and Furious George of the Jungle cross over,0.1
"Put Brendan in the fast and furious! I don't care if it makes sense, Brandon is needed everywhere. He is a national treasure ❤️",0.25
Two of my fave Hollywood men right here 😍🔥,0.2857142857142857
Family is so important,0.4
My favourite actor vin Diesel love. Sir,0.5
I loved this photo😍❤️,0.7
Fast and Furious George of the Jungle cross over,0.1
"Put Brendan in the fast and furious! I don't care if it makes sense, Brandon is needed everywhere. He is a national treasure ❤️",0.25
Two of my fave Hollywood men right here 😍🔥,0.2857142857142857
Family is so important,0.4
My favourite actor vin Diesel love. Sir,0.5
I loved this photo😍❤️,0.7
Fast and Furious George of the Jungle cross over,0.1
"Put Brendan in the fast and furious! I don't care if it makes sense, Brandon is needed everywhere. He is a national treasure ❤️",0.25
Two of my fave Hollywood men right here 😍🔥,0.2857142857142857
Family is so important,0.4
My favourite actor vin Diesel love. Sir,0.5
I loved this photo😍❤️,0.7
"🔥To you too , all the best 😍😍",1.0
Ur so awsome handsome sexy n love ur voice ❤️❤️❤️🔥🔥🔥,0.5
I love your kids and I see them to on Instagram and I just can’t falling in love in them !! There are so Darling!!!!,0.75
"🔥To you too , all the best 😍😍",1.0
Ur so awsome handsome sexy n love ur voice ❤️❤️❤️🔥🔥🔥,0.5
I love your kids and I see them to on Instagram and I just can’t falling in love in them !! There are so Darling!!!!,0.75
"🔥To you too , all the best 😍😍",1.0
Ur so awsome handsome sexy n love ur voice ❤️❤️❤️🔥🔥🔥,0.5
I love your kids and I see them to on Instagram and I just can’t falling in love in them !! There are so Darling!!!!,0.75
I have faith in you ❤️ 🙏⭐️ so lovely 😍,0.5
Beautiful art👏❤️,0.85
You have a heart of an angel 😇 my friend keep being the amazing blessing you are shining your light 💡 and beautiful soul to the world 🌎 making it a happier place for all of us,0.6166666666666667
All love for your love ❤,0.5
Hello!! My beautiful  I missed you here haha!😂😂❤️❤️❤️❤️❤️🔥🔥🔥🔥😢🙌,0.85
I love you honey bear!,0.625
Amazing strong faith❤️,0.5166666666666667
I have faith in you ❤️ 🙏⭐️ so lovely 😍,0.5
Beautiful art👏❤️,0.85
You have a heart of an angel 😇 my friend keep being the amazing blessing you are shining your light 💡 and beautiful soul to the world 🌎 making it a happier place for all of us,0.6166666666666667
All love for your love ❤,0.5
Hello!! My beautiful  I missed you here haha!😂😂❤️❤️❤️❤️❤️🔥🔥🔥🔥😢🙌,0.85
I love you honey bear!,0.625
Amazing strong faith❤️,0.5166666666666667
I have faith in you ❤️ 🙏⭐️ so lovely 😍,0.5
Beautiful art👏❤️,0.85
You have a heart of an angel 😇 my friend keep being the amazing blessing you are shining your light 💡 and beautiful soul to the world 🌎 making it a happier place for all of us,0.6166666666666667
All love for your love ❤,0.5
Hello!! My beautiful  I missed you here haha!😂😂❤️❤️❤️❤️❤️🔥🔥🔥🔥😢🙌,0.85
I love you honey bear!,0.625
Amazing strong faith❤️,0.5166666666666667
Beautiful pair of souls right there,0.5678571428571428
"They look so cute, how fast time goes by.🥹",0.35
My favorite couple of all times,0.5
